filename,announcement_number,asx_code,exchange,sensitive,headline,rec_type,rec_date,rec_time,rel_date,rel_time,n_pages,rep_types
2024030402780602,6A1196675,GSN,6,N,Change of Director's Interest Notice,E,2024-03-04,0 days 07:48:19,2024-03-04,0 days 08:18:28,3,['02009']
2024030402780603,2A1509178,NEC,2,N,Update - Notification of buy-back - NEC,E,2024-03-04,0 days 07:10:00,2024-03-04,0 days 08:18:38,6,['06012']
2024030402780604,3A638069,BSL,3,N,Update - Notification of buy-back - BSL,E,2024-03-04,0 days 07:53:05,2024-03-04,0 days 08:18:38,6,['06012']
2024030402780605,2A1509180,ACE,2,Y,United States Work Zone Speed Tender Update,E,2024-03-04,0 days 07:18:45,2024-03-04,0 days 08:18:48,2,['11001']
2024030402780606,6A1196674,KCN,6,Y,Additional Significant Gold Exploration Results near Chatree,E,2024-03-04,0 days 07:22:26,2024-03-04,0 days 08:18:53,13,['11001']
2024030402780607,2A1509181,IBC,2,N,Update - Notification of buy-back - IBC,E,2024-03-04,0 days 07:46:49,2024-03-04,0 days 08:19:03,6,['06012']
2024030402780608,3A638070,PPS,3,N,Update - Notification of buy-back - PPS,E,2024-03-04,0 days 07:55:23,2024-03-04,0 days 08:19:03,6,['06012']
2024030402780609,6A1196677,MCM,6,N,Change in substantial holding,F,2024-03-04,0 days 08:01:09,2024-03-04,0 days 08:20:08,8,['02002']
2024030402780610,2A1509186,IPD,2,N,Change of Director's Interest Notice - Ms Emmanuel-Donnelly,E,2024-03-04,0 days 08:07:44,2024-03-04,0 days 08:20:23,2,['02009']
2024030402780611,2A1509188,GTN,2,N,Update - Notification of buy-back - GTN,E,2024-03-04,0 days 08:11:54,2024-03-04,0 days 08:20:33,6,['06012']
2024030402780612,2A1509208,AMP,2,N,Update - Notification of buy-back - AMP,E,2024-03-04,0 days 08:19:26,2024-03-04,0 days 08:20:38,6,['06012']
2024030402780613,2A1509189,MP1,2,N,Application for quotation of securities - MP1,E,2024-03-04,0 days 08:13:01,2024-03-04,0 days 08:20:43,6,['06020']
2024030402780614,2A1509209,EVT,2,N,Notification regarding unquoted securities - EVT,E,2024-03-04,0 days 08:19:46,2024-03-04,0 days 08:20:58,5,['06021']
2024030402780615,2A1509206,BEX,2,Y,Capital Raising Update,E,2024-03-04,0 days 08:11:14,2024-03-04,0 days 08:21:13,1,"['06003', '06008']"
2024030402780616,2A1509207,LKE,2,Y,"UPDATE ON COST REDUCTION ACTIONS, STRATEGIC PARTNER PROCESS",E,2024-03-04,0 days 08:18:13,2024-03-04,0 days 08:21:38,3,['11001']
2024030402780617,3A638071,QAL,3,N,Change of Director's Interest Notice,E,2024-03-04,0 days 08:21:19,2024-03-04,0 days 08:24:18,3,['02009']
2024030402780618,6A1196678,BGD,6,Y,New Area 51 Resource Lifts Tunkillia to 1.5 Million oz Gold,E,2024-03-04,0 days 08:25:48,2024-03-04,0 days 08:29:43,22,['11001']
2024030402780619,2A1509210,TRU,2,Y,"Truscreen Raises NZ$500,000 in Share Placement",E,2024-03-04,0 days 08:26:52,2024-03-04,0 days 08:30:08,2,['06003']
2024030402780620,2A1509212,EGG,2,N,Update - Notification of buy-back - EGG,E,2024-03-04,0 days 08:29:38,2024-03-04,0 days 08:30:18,6,['06012']
2024030402780621,3A638072,KGN,3,N,Update - Notification of buy-back - KGN,E,2024-03-04,0 days 08:29:58,2024-03-04,0 days 08:30:58,6,['06012']
2024030402780622,2A1509211,MKR,2,N,Cleansing Notice,E,2024-03-04,0 days 08:27:51,2024-03-04,0 days 08:31:43,1,['06018']
2024030402780623,3A638073,ATG,3,Y,ATG receives favourable ruling from Full Court of the FCA,E,2024-03-04,0 days 08:29:48,2024-03-04,0 days 08:33:18,1,"['11001', '14003']"
2024030402780624,2A1509214,OPH,2,N,Weekly NTA 01.03.2024,E,2024-03-04,0 days 08:32:00,2024-03-04,0 days 08:33:33,1,['03016']
2024030402780625,2A1509215,URF,2,N,Update - Notification of buy-back - URF,E,2024-03-04,0 days 08:33:00,2024-03-04,0 days 08:33:53,6,['06012']
2024030402780626,2A1509213,AMP,2,N,Notice of General Meeting/Proxy Form,E,2024-03-04,0 days 08:29:16,2024-03-04,0 days 08:34:08,32,"['08001', '08004']"
2024030402780627,2A1509217,LNK,2,N,Update on Fund Solutions - Luxembourg and Swiss Divestmen,E,2024-03-04,0 days 08:36:13,2024-03-04,0 days 08:38:08,1,['11001']
2024030402780628,2A1509218,PAI,2,N,Update - Notification of buy-back - PAI,E,2024-03-04,0 days 08:37:32,2024-03-04,0 days 08:38:13,6,['06012']
2024030402780629,2A1509216,IAG,2,N,IAG Launches Capital Notes 3 Offer,E,2024-03-04,0 days 08:34:16,2024-03-04,0 days 08:38:48,173,"['03026', '06009', '06010']"
2024030402780630,2A1509220,IAG,2,N,Proposed issue of securities - IAG,E,2024-03-04,0 days 08:42:05,2024-03-04,0 days 08:43:28,6,['06013']
2024030402780631,3A638074,PER,3,N,ATL1102 Data presented at MDA  Annual Conference,E,2024-03-04,0 days 08:45:46,2024-03-04,0 days 08:49:23,6,['11001']
2024030402780632,2A1509221,FOR,2,N,Indicative NAV COB 1 March 2024,E,2024-03-04,0 days 08:48:09,2024-03-04,0 days 08:49:48,1,['03016']
2024030402780633,3A638075,TRS,3,N,Update - Notification of buy-back - TRS,E,2024-03-04,0 days 08:49:52,2024-03-04,0 days 08:51:03,6,['06012']
2024030402780634,6A1196679,ADG,6,Y,Additional Exploration Permits Granted in Brazil,E,2024-03-04,0 days 08:49:19,2024-03-04,0 days 08:51:38,5,['11001']
2024030402780635,2A1509222,RAD,2,N,B Riley Securities Radiopharma Conference Presentation,E,2024-03-04,0 days 08:50:19,2024-03-04,0 days 08:52:18,16,['03026']
2024030402780636,3A638076,CTT,3,Y,Sale of Shares - Statement,E,2024-03-04,0 days 08:48:25,2024-03-04,0 days 08:52:43,1,"['02006', '12008']"
2024030402780637,3A638077,NAB,3,N,Notification of cessation of securities - NAB,E,2024-03-04,0 days 08:52:29,2024-03-04,0 days 08:53:03,4,['06027']
2024030402780638,2A1509223,MVF,2,N,Fertility North completion,E,2024-03-04,0 days 08:50:40,2024-03-04,0 days 08:53:28,1,"['07001', '11001']"
2024030402780639,6A1196680,ADG,6,N,Application for quotation of securities - ADG,E,2024-03-04,0 days 08:53:47,2024-03-04,0 days 08:54:23,5,['06020']
2024030402780640,3A638078,SXG,3,Y,Trading Halt,E,2024-03-04,0 days 08:53:10,2024-03-04,0 days 08:54:48,2,['09007']
2024030402780641,2A1509224,JAY,2,Y,Strategic Review Outcomes Investor Presentation,E,2024-03-04,0 days 08:52:06,2024-03-04,0 days 08:55:38,12,"['03026', '11001']"
2024030402780642,6A1196681,ADG,6,N,Notification regarding unquoted securities - ADG,E,2024-03-04,0 days 08:54:45,2024-03-04,0 days 08:55:39,5,['06021']
2024030402780643,2A1509226,HUM,2,N,Update - Notification of buy-back - HUM,E,2024-03-04,0 days 08:55:15,2024-03-04,0 days 08:55:53,6,['06012']
2024030402780644,2A1509225,FPR,2,N,Update - Notification of buy-back - FPR,E,2024-03-04,0 days 08:55:04,2024-03-04,0 days 08:55:54,6,['06012']
2024030402780645,2A1509227,CEH,2,N,Update - Notification of buy-back - CEH,E,2024-03-04,0 days 08:55:35,2024-03-04,0 days 08:55:58,6,['06012']
2024030402780646,2A1509228,XAM,2,Y,Kharmagtai Rougher Recovery Results,E,2024-03-04,0 days 08:53:27,2024-03-04,0 days 08:57:53,15,['11001']
2024030402780647,2A1509229,VG1,2,N,Update - Notification of buy-back - VG1,E,2024-03-04,0 days 08:57:26,2024-03-04,0 days 08:58:33,6,['06012']
2024030402780648,6A1196682,IVZ,6,Y,Fluid sample analysis confirms rich gas-condensate discovery,E,2024-03-04,0 days 08:57:19,2024-03-04,0 days 08:59:33,4,['11001']
2024030402780649,2A1509231,VG1,2,N,Weekly NTA Update,E,2024-03-04,0 days 08:58:53,2024-03-04,0 days 08:59:58,1,['03016']
2024030402780650,2A1509232,CXL,2,Y,Calix and Heidelberg Materials confirm new site for Leilac-2,E,2024-03-04,0 days 08:59:05,2024-03-04,0 days 09:00:43,3,['11001']
2024030402780651,2A1509230,BLD,2,Y,Boral recommends take no action to SGH takeover offer,E,2024-03-04,0 days 08:55:35,2024-03-04,0 days 09:00:48,2,['01009']
2024030402780652,6A1196683,A1M,6,N,Notification of cessation of securities - A1M,E,2024-03-04,0 days 08:59:43,2024-03-04,0 days 09:01:03,4,['06027']
2024030402780653,2A1509233,RG8,2,N,Update - Notification of buy-back - RG8,E,2024-03-04,0 days 09:00:20,2024-03-04,0 days 09:01:13,6,['06012']
2024030402780654,2A1509236,RG8,2,N,Weekly NTA Update,E,2024-03-04,0 days 09:01:37,2024-03-04,0 days 09:02:58,1,['03016']
2024030402780655,2A1509235,MQI,2,N,Final Distribution and DRP Issue Price,E,2024-03-04,0 days 09:01:05,2024-03-04,0 days 09:03:23,1,"['10006', '10001', '10002', '10003']"
2024030402780656,2A1509237,EDC,2,N,Update - Notification of buy-back - EDC,E,2024-03-04,0 days 09:02:04,2024-03-04,0 days 09:03:28,6,['06012']
2024030402780657,3A638079,TLC,3,N,2024 Annual General Meeting - Update,E,2024-03-04,0 days 08:58:24,2024-03-04,0 days 09:03:53,1,"['08006', '12008']"
2024030402780658,3A638056,HPC,3,N,Notification regarding unquoted securities - HPC,E,2024-03-01,0 days 18:33:02,2024-03-04,0 days 09:09:18,9,['06021']
2024030402780659,6A1196686,VMM,6,Y,Key MOUs Signed With State and Local Governments,E,2024-03-04,0 days 09:08:17,2024-03-04,0 days 09:10:43,5,['11001']
2024030402780660,6A1196685,SUV,6,N,Suvo Executes Non-Binding MOU with Dowsing Group,E,2024-03-04,0 days 09:07:17,2024-03-04,0 days 09:11:08,5,['11001']
2024030402780661,2A1509238,NWS,2,N,Appendix 3C,E,2024-03-04,0 days 09:08:06,2024-03-04,0 days 09:11:09,4,['06012']
2024030402780662,2A1509240,NWS,2,N,Appendix 3C,E,2024-03-04,0 days 09:09:32,2024-03-04,0 days 09:11:33,4,['06012']
2024030402780663,2A1509239,SIQ,2,N,Update - Notification of buy-back - SIQ,E,2024-03-04,0 days 09:10:15,2024-03-04,0 days 09:11:53,6,['06012']
2024030402780664,6A1196687,TOK,6,N,Drilling Programme Commenced at Taula and Renewal of EL 2531,E,2024-03-04,0 days 09:08:28,2024-03-04,0 days 09:12:13,7,['11001']
2024030402780665,2A1509241,XGL,2,N,Change in Reporting Currency,E,2024-03-04,0 days 09:10:12,2024-03-04,0 days 09:13:23,1,['12008']
2024030402780666,3A638082,PAR,3,N,Paradigm Board Changes,E,2024-03-04,0 days 09:13:04,2024-03-04,0 days 09:14:53,3,['12001']
2024030402780667,2A1509243,RF1,2,N,Weekly Estimate NTA for 01.03.2024,E,2024-03-04,0 days 09:14:25,2024-03-04,0 days 09:15:28,1,['03016']
2024030402780668,2A1509242,SVW,2,N,Commencement of Dispatch of Replacement Bidders Statement,E,2024-03-04,0 days 09:12:08,2024-03-04,0 days 09:16:23,114,['01002']
2024030402780669,2A1509244,GPT,2,N,Final Director's Interest Notice - Bob Johnston,E,2024-03-04,0 days 09:14:21,2024-03-04,0 days 09:16:28,3,['02010']
2024030402780670,6A1196689,CPO,6,N,Culpeo PDAC Convention Investor Presentation March 2024,E,2024-03-04,0 days 09:12:07,2024-03-04,0 days 09:16:33,26,['03026']
2024030402780671,2A1509246,SIQ,2,N,Update - Notification of buy-back - SIQ,E,2024-03-04,0 days 09:15:27,2024-03-04,0 days 09:16:38,6,['06022']
2024030402780672,2A1509245,RF1,2,N,Update - Notification of buy-back - RF1,E,2024-03-04,0 days 09:15:00,2024-03-04,0 days 09:16:39,6,['06012']
2024030402780673,6A1196692,WTM,6,N,Investor Presentation,E,2024-03-04,0 days 09:10:28,2024-03-04,0 days 09:17:13,14,['03026']
2024030402780674,2A1509249,WOT,2,N,Update - Notification of buy-back - WOT,E,2024-03-04,0 days 09:16:18,2024-03-04,0 days 09:17:23,6,['06012']
2024030402780675,6A1196690,S2R,6,Y,Sale of Finland Assets for C$7 Million in Cash and Shares,E,2024-03-04,0 days 09:10:34,2024-03-04,0 days 09:17:38,4,"['07002', '11001']"
2024030402780676,3A638084,AMH,3,N,NTA & Top 20 Investments as at 29 February 2024,E,2024-03-04,0 days 09:14:47,2024-03-04,0 days 09:17:48,2,['03016']
2024030402780677,2A1509247,XAM,2,N,Investor Presentation - March 2024,E,2024-03-04,0 days 09:13:44,2024-03-04,0 days 09:18:58,41,['03026']
2024030402780678,2A1509250,MKG,2,N,Ceasing to be a substantial holder,E,2024-03-04,0 days 09:18:22,2024-03-04,0 days 09:19:38,2,['02003']
2024030402780679,6A1196693,4DS,6,N,4DS Australian Open Briefings Presentation,E,2024-03-04,0 days 09:16:23,2024-03-04,0 days 09:19:39,27,['03026']
2024030402780680,6A1196695,FRE,6,N,Nasodine COVID-19 Patent Allowed in US,E,2024-03-04,0 days 09:16:59,2024-03-04,0 days 09:20:08,1,['11001']
2024030402780681,2A1509251,NMR,2,Y,"NMR undertakes $1,100,000 convertible notes raising",E,2024-03-04,0 days 09:18:50,2024-03-04,0 days 09:21:13,4,['06009']
2024030402780682,2A1509252,PNN,2,Y,Suspension from Quotation,E,2024-03-04,0 days 09:18:39,2024-03-04,0 days 09:22:03,2,['09001']
2024030402780683,6A1196638,PIL,6,Y,Half Yearly Report and Accounts,E,2024-03-01,0 days 22:38:27,2024-03-04,0 days 09:22:33,27,"['03004', '03009', '03010', '03015', '03019']"
2024030402780684,2A1509253,SIQ,2,N,Notification of cessation of securities - SIQ,E,2024-03-04,0 days 09:19:42,2024-03-04,0 days 09:22:34,4,['06027']
2024030402780685,6A1196651,MOM,6,N,Voluntary Suspension Extension,E,2024-03-03,0 days 19:10:05,2024-03-04,0 days 09:23:03,1,['11003']
2024030402780686,3A638085,PXA,3,N,Final Director's Interest Notice - Kirstin Ferguson,E,2024-03-04,0 days 09:19:31,2024-03-04,0 days 09:23:08,2,['02010']
2024030402780687,2A1509254,NYR,2,Y,Trading Halt,E,2024-03-04,0 days 09:19:43,2024-03-04,0 days 09:23:13,3,['09007']
2024030402780688,2A1509255,AT1,2,N,Change of Company Secretary,E,2024-03-04,0 days 09:21:18,2024-03-04,0 days 09:23:48,1,['12007']
2024030402780689,2A1509256,PGF,2,N,Net Tangible Asset Backing - 1 March 2024,E,2024-03-04,0 days 09:21:51,2024-03-04,0 days 09:23:53,1,['03016']
2024030402780690,6A1196666,OSX,6,N,Update - Consolidation/Split - OSX,E,2024-03-04,0 days 01:27:22,2024-03-04,0 days 09:24:08,5,"['06005', '06007']"
2024030402780691,6A1196684,YPB,6,N,"ConnectQR launches billing, SEO and digital media goes live",E,2024-03-04,0 days 09:03:06,2024-03-04,0 days 09:24:13,3,['11001']
2024030402780692,2A1509258,MEC,2,N,Update - Notification of buy-back - MEC,E,2024-03-04,0 days 09:23:03,2024-03-04,0 days 09:24:18,6,['06012']
2024030402780693,2A1509257,CTW,2,N,CitiFirst MINIs Stop Loss Trigger Event 1 Mar 2024 Update,E,2024-03-04,0 days 09:22:43,2024-03-04,0 days 09:24:28,1,['18001']
2024030402780694,2A1509259,CAM,2,N,Update - Notification of buy-back - CAM,E,2024-03-04,0 days 09:24:16,2024-03-04,0 days 09:25:08,6,['06012']
2024030402780695,2A1509260,SIQ,2,N,Application for quotation of securities - SIQ,E,2024-03-04,0 days 09:24:31,2024-03-04,0 days 09:25:13,6,['06020']
2024030402780696,6A1196696,GLA,6,Y,Trading Halt,E,2024-03-04,0 days 09:23:49,2024-03-04,0 days 09:25:33,2,['09007']
2024030402780697,2A1509219,AR1,2,N,Extension of Voluntary Suspension,E,2024-03-04,0 days 08:36:11,2024-03-04,0 days 09:25:38,2,"['11003', '12008']"
2024030402780698,2A1509262,MSV,2,N,Update - Notification of buy-back - MSV,E,2024-03-04,0 days 09:26:03,2024-03-04,0 days 09:26:58,6,['06012']
2024030402780699,2A1509264,SIQ,2,N,Notification of cessation of securities - SIQ,E,2024-03-04,0 days 09:26:40,2024-03-04,0 days 09:27:38,4,['06027']
2024030402780700,2A1509263,PL8,2,N,Dividend/Distribution - PL8,E,2024-03-04,0 days 09:26:21,2024-03-04,0 days 09:28:03,4,"['10001', '10002', '10003']"
2024030402780701,2A1509265,AAU,2,Y,Geology & Mineralisation of La Cristina Copper-Gold Prospect,E,2024-03-04,0 days 09:25:46,2024-03-04,0 days 09:28:13,36,['11001']
2024030402780702,6A1196697,CKA,6,N,Change of Share Registry Details,E,2024-03-04,0 days 09:26:41,2024-03-04,0 days 09:28:23,1,['12004']
2024030402780703,2A1509266,IEC,2,Y,High grade gold identified at the Maggie Hays Hill Project,E,2024-03-04,0 days 09:26:28,2024-03-04,0 days 09:28:43,13,['11001']
2024030402780704,6A1196699,CLA,6,Y,Trading Halt,E,2024-03-04,0 days 09:27:28,2024-03-04,0 days 09:29:08,2,['09007']
2024030402780705,6A1196698,AW1,6,N,Corporate Presentation - March 2024,E,2024-03-04,0 days 09:27:29,2024-03-04,0 days 09:29:23,28,['03026']
2024030402780706,3A638081,RIM,3,Y,Sc Co Ni recoveries demonstrated at atmospheric pressures,E,2024-03-04,0 days 09:09:53,2024-03-04,0 days 09:31:08,20,['11001']
2024030402780707,6A1196688,REC,6,Y,"Acquisition of Newnham Lake Uranium Project, Athabasca Basin",E,2024-03-04,0 days 09:11:36,2024-03-04,0 days 09:32:43,24,"['06003', '06009', '07001', '09014']"
2024030402780708,6A1196691,REC,6,N,Proposed issue of securities - REC,E,2024-03-04,0 days 09:15:24,2024-03-04,0 days 09:32:58,5,['06013']
2024030402780709,3A638086,LRT,3,N,LRT NAV Estimate - 29 February 2024,E,2024-03-04,0 days 09:30:44,2024-03-04,0 days 09:32:59,1,['03016']
2024030402780710,6A1196702,MAC,6,Y,CSA Copper Mine Update - Power Restored,E,2024-03-04,0 days 09:31:12,2024-03-04,0 days 09:32:59,2,['11001']
2024030402780711,6A1196701,ADG,6,Y,Trading Halt,E,2024-03-04,0 days 09:30:52,2024-03-04,0 days 09:33:13,2,['09007']
2024030402780712,6A1196694,REC,6,N,Proposed issue of securities - REC,E,2024-03-04,0 days 09:17:28,2024-03-04,0 days 09:33:23,5,['06013']
2024030402780713,2A1509270,KKC,2,N,Net Tangible Asset Backing,E,2024-03-04,0 days 09:32:13,2024-03-04,0 days 09:33:28,2,['03016']
2024030402780714,2A1509271,AIQ,2,N,Update - Notification of buy-back - AIQ,E,2024-03-04,0 days 09:32:40,2024-03-04,0 days 09:33:38,6,['06012']
2024030402780715,2A1509269,SIQ,2,N,Change of Director's Interest Notice - Scott Wharton,E,2024-03-04,0 days 09:31:24,2024-03-04,0 days 09:33:43,2,['02009']
2024030402780716,2A1509272,SIQ,2,N,Change of Director's Interest Notice - Ian Watt,E,2024-03-04,0 days 09:33:20,2024-03-04,0 days 09:34:28,2,['02009']
2024030402780717,6A1196700,ORR,6,Y,Target's Statement - Perseus Offer,E,2024-03-04,0 days 09:24:50,2024-03-04,0 days 09:35:03,77,"['01003', '16002']"
2024030402780718,3A638087,PL3,3,N,Resignation of Non-Executive Director,E,2024-03-04,0 days 09:33:26,2024-03-04,0 days 09:35:08,2,['12001']
2024030402780719,6A1196706,M4M,6,Y,Trading Halt,E,2024-03-04,0 days 09:35:00,2024-03-04,0 days 09:36:43,2,['09007']
2024030402780720,3A638088,ILT,3,N,ILT appoints Exploration Manager to drive North QLD projects,E,2024-03-04,0 days 09:34:50,2024-03-04,0 days 09:36:58,2,['12008']
2024030402780721,6A1196703,MAT,6,Y,Mining Agreement Executed for Devon Pit Gold Mine,E,2024-03-04,0 days 09:34:54,2024-03-04,0 days 09:37:18,6,['11001']
2024030402780722,6A1196705,MMC,6,Y,Resource doubles at High Grade Silver Project,E,2024-03-04,0 days 09:24:02,2024-03-04,0 days 09:37:28,33,['11001']
2024030402780723,3A638089,PL3,3,N,Final Director's Interest Notice - G D'Anna,E,2024-03-04,0 days 09:34:36,2024-03-04,0 days 09:37:33,2,['02010']
2024030402780724,2A1509261,NMR,2,N,Proposed issue of securities - NMR,E,2024-03-04,0 days 09:25:46,2024-03-04,0 days 09:38:13,5,['06013']
2024030402780725,2A1509267,SVW,2,Y,Offer Declared Unconditional and Improved Payment Terms,E,2024-03-04,0 days 09:28:07,2024-03-04,0 days 09:38:48,2,['01009']
2024030402780726,2A1509268,SVW,2,Y,Second Supplementary Bidders Statement,E,2024-03-04,0 days 09:29:10,2024-03-04,0 days 09:39:03,8,['01010']
2024030402780727,2A1509274,DOC,2,N,Notification regarding unquoted securities - DOC,E,2024-03-04,0 days 09:37:51,2024-03-04,0 days 09:39:18,6,['06021']
2024030402780728,2A1509273,SVW,2,N,Establishment of Acceptance Facility for Boral takeover bid,E,2024-03-04,0 days 09:34:10,2024-03-04,0 days 09:41:28,13,['01009']
2024030402780729,2A1509278,CTW,2,N,CitiFirst MINIs Cash Amounts for Stop Loss Event 1 Mar 24,E,2024-03-04,0 days 09:40:14,2024-03-04,0 days 09:41:33,1,['18001']
2024030402780730,6A1196710,FAL,6,Y,High-grade Mineral Sands Intersected at Pyramid Hill,E,2024-03-04,0 days 09:39:32,2024-03-04,0 days 09:41:48,21,['11001']
2024030402780731,2A1509280,AVM,2,N,Final Director's Interest Notice,E,2024-03-04,0 days 09:41:12,2024-03-04,0 days 09:42:18,2,['02010']
2024030402780732,2A1509281,AVM,2,N,Initial Director's Interest Notice,E,2024-03-04,0 days 09:42:05,2024-03-04,0 days 09:43:03,2,['02008']
2024030402780733,6A1196713,SHP,6,N,Application for quotation of securities - SHP,E,2024-03-04,0 days 09:42:34,2024-03-04,0 days 09:43:08,8,['06020']
2024030402780734,6A1196712,RFA,6,Y,Trading Halt,E,2024-03-04,0 days 09:41:24,2024-03-04,0 days 09:43:18,2,['09007']
2024030402780735,2A1509282,NHF,2,N,Release of unaudited comparative results under AASB 17,E,2024-03-04,0 days 09:43:14,2024-03-04,0 days 09:46:24,11,['03014']
2024030402780736,2A1509283,SMR,2,N,ASX 200 Inclusion,E,2024-03-04,0 days 09:47:20,2024-03-04,0 days 09:49:14,1,['12008']
2024030402780737,2A1509284,ABE,2,Y,Reinstatement to Quotation,E,2024-03-04,0 days 09:49:07,2024-03-04,0 days 09:50:49,1,['09002']
2024030402780738,3A638092,CUV,3,Y,SCENESSE provides photoprotection in variegate porphyria,E,2024-03-04,0 days 09:49:42,2024-03-04,0 days 09:51:24,4,['11001']
2024030402780739,6A1196717,AVL,6,N,Investor Presentation,E,2024-03-04,0 days 09:49:33,2024-03-04,0 days 09:52:39,39,['03026']
2024030402780740,3A638094,LIC,3,N,Update - Application for quotation of securities - LIC,E,2024-03-04,0 days 09:52:54,2024-03-04,0 days 09:53:54,6,['06020']
2024030402780741,3A638093,PNV,3,Y,India update,E,2024-03-04,0 days 09:52:39,2024-03-04,0 days 09:54:24,2,['11001']
2024030402780742,2A1509285,G6M,2,N,Application for quotation of securities - G6M,E,2024-03-04,0 days 09:53:55,2024-03-04,0 days 09:54:44,8,['06020']
2024030402780743,2A1509286,FGX,2,N,Appendix 3Y Change in Directors Interest - G Wilson,E,2024-03-04,0 days 09:51:17,2024-03-04,0 days 09:55:24,2,['02009']
2024030402780744,6A1196714,OM1,6,N,Application for quotation of securities - OM1,E,2024-03-04,0 days 09:42:58,2024-03-04,0 days 09:56:09,5,['06020']
2024030402780745,2A1509287,G6M,2,N,Cleansing Notice,E,2024-03-04,0 days 09:54:39,2024-03-04,0 days 09:56:24,2,['06018']
2024030402780746,6A1196715,92E,6,Y,ATHA Energy Receives approval to list on TSXV,E,2024-03-04,0 days 09:37:48,2024-03-04,0 days 09:56:44,4,"['01012', '08006']"
2024030402780747,6A1196716,KNB,6,Y,Placement and Rights Issue to Raise $2.35 million,E,2024-03-04,0 days 09:47:39,2024-03-04,0 days 09:58:04,8,"['06003', '06008', '09014']"
2024030402780748,6A1196718,KNB,6,N,Proposed issue of securities - KNB,E,2024-03-04,0 days 09:50:57,2024-03-04,0 days 09:58:14,16,['06013']
2024030402780749,3A638090,DCL,3,Y,Refinancing and repayment of Convertible Notes,E,2024-03-04,0 days 09:44:34,2024-03-04,0 days 09:58:54,10,"['06003', '03022']"
2024030402780750,2A1509289,PNM,2,N,Mr Greg Foulis steps down as Chairman of the Board,E,2024-03-04,0 days 09:57:07,2024-03-04,0 days 09:59:04,1,['12017']
2024030402780751,6A1196721,MGU,6,Y,Pause in Trading,S,2024-03-04,0 days 09:57:50,2024-03-04,0 days 09:59:24,1,['09005']
2024030402780752,6A1196719,KZR,6,Y,Voluntary Suspension,E,2024-03-04,0 days 09:56:47,2024-03-04,0 days 09:59:39,2,['09001']
2024030402780753,2A1509290,B4P,2,Y,Beforepay Group launches Carrington Labs,E,2024-03-04,0 days 09:47:42,2024-03-04,0 days 09:59:44,2,['11001']
2024030402780754,2A1509292,FGG,2,N,Appendix 3Y Change in Directors Interest - G Wilson,E,2024-03-04,0 days 09:55:52,2024-03-04,0 days 10:00:14,2,['02009']
2024030402780755,2A1509293,PAC,2,N,Final Director's Interest Notice - M Donnelly,E,2024-03-04,0 days 10:00:34,2024-03-04,0 days 10:03:04,2,['02010']
2024030402780756,6A1196722,KCC,6,N,Statement of CDIs on issue - KCC,E,2024-03-04,0 days 10:03:09,2024-03-04,0 days 10:03:44,3,['06007']
2024030402780757,2A1509291,CBE,2,Y,Completion of $4m Placement to Accelerate Botswana Projects,E,2024-03-04,0 days 09:58:33,2024-03-04,0 days 10:03:49,4,"['06003', '09014']"
2024030402780758,3A638091,DCL,3,Y,DomaCom appoints new Chief Executive Officer,E,2024-03-04,0 days 09:46:50,2024-03-04,0 days 10:05:29,3,['12001']
2024030402780759,2A1509288,MNS,2,N,Nachu Graphite Project Funding Update,E,2024-03-04,0 days 09:54:31,2024-03-04,0 days 10:05:49,3,['11001']
2024030402780760,3A638095,PAB,3,N,Presentation to highlight broader potential of Deoxymabs,E,2024-03-04,0 days 10:04:48,2024-03-04,0 days 10:06:04,2,['12008']
2024030402780761,2A1509295,REP,2,N,Update - Notification of buy-back - REP,E,2024-03-04,0 days 10:07:10,2024-03-04,0 days 10:08:29,6,['06012']
2024030402780762,2A1509294,AUA,2,Y,$673k R&D Tax Incentive Received,E,2024-03-04,0 days 10:05:39,2024-03-04,0 days 10:08:39,2,['11001']
2024030402780763,3A638097,CSL,3,N,Application for quotation of securities - CSL,E,2024-03-04,0 days 10:09:34,2024-03-04,0 days 10:10:19,6,['06020']
2024030402780764,3A638096,BCT,3,N,Investor Presentation,E,2024-03-04,0 days 10:06:36,2024-03-04,0 days 10:11:49,21,['03026']
2024030402780765,3A638098,SKS,3,N,1H24 Investor Presentation,E,2024-03-04,0 days 10:11:51,2024-03-04,0 days 10:13:59,18,"['03026', '03004']"
2024030402780766,6A1196723,SPR,6,Y,Exploration Update - Exceptional Intercept,E,2024-03-04,0 days 10:12:33,2024-03-04,0 days 10:15:29,21,['11001']
2024030402780767,6A1196724,PVT,6,N,Investor Presentation PDAC,E,2024-03-04,0 days 10:19:03,2024-03-04,0 days 10:21:34,21,['03026']
2024030402780768,2A1509298,BKI,2,N,BKI 1 March 2024 Weekly NTA,E,2024-03-04,0 days 10:20:51,2024-03-04,0 days 10:22:04,1,['03016']
2024030402780769,2A1509296,WGB,2,Y,WAM Global investment portfolio outperforms increasing 18.7%,E,2024-03-04,0 days 10:04:44,2024-03-04,0 days 10:24:14,3,"['10006', '14014', '03014', '10001', '10002', '10003']"
2024030402780770,2A1509297,RCT,2,N,Annual Report to unitholders,E,2024-03-04,0 days 10:18:27,2024-03-04,0 days 10:24:14,60,"['03024', '03001', '03002', '03011', '03012', '03013', '03020']"
