id,shareholder,ticker,event_date,event_type,prev_voting_power,post_voting_power
833,SUPERANNUATION AND INVESTMENTS HOLDIC,OEC,2024-11-26,change,7.03,6.0
834,SUPERANNUATION AND INVESTMENTS HOLDIC,OEC,2024-12-17,cease,6.0,5.0
835,SUPERANNUATION AND INVESTMENTS HOLDIC,ANG,2024-04-16,cease,,5.0
836,SUPERANNUATION AND INVESTMENTS HOLDIC,KOV,2024-05-20,cease,,5.0
837,SUPERANNUATION AND INVESTMENTS HOLDIC,SRG,2024-06-21,cease,,5.0
838,LONDON CITY EQUITIES,ECL,2024-03-28,change,11.76,12.76
839,LONDON CITY EQUITIES,ECL,2025-01-08,change,7.95,8.89
840,THORNEY OPPORTUNITIES,ANG,2024-04-02,change,23.17,21.95
841,THORNEY OPPORTUNITIES,ANG,2024-06-18,change,21.95,20.7
842,THORNEY OPPORTUNITIES,ANG,2024-09-12,change,20.7,19.33
843,THORNEY OPPORTUNITIES,SSM,2024-04-29,change,7.35,6.22
844,THORNEY OPPORTUNITIES,SSM,2025-04-16,change,6.22,5.15
845,THORNEY OPPORTUNITIES,SSM,2025-05-02,cease,5.15,5.0
846,THORNEY OPPORTUNITIES,SXE,2024-08-23,change,15.66,14.45
847,THORNEY INTERNATIONAL,ANG,2024-04-02,change,23.17,21.95
848,THORNEY INTERNATIONAL,ANG,2024-06-18,change,21.95,20.7
849,THORNEY INTERNATIONAL,ANG,2024-09-12,change,20.7,19.33
850,VIBURNUM FUNDS,CYG,2024-04-26,change,30.01,26.45
851,VIBURNUM FUNDS,CYG,2024-05-20,change,26.45,27.54
852,TIGA TRADING,SSM,2024-04-29,change,7.35,6.22
853,TIGA TRADING,SSM,2025-04-16,change,6.22,5.15
854,TIGA TRADING,SSM,2025-05-02,cease,5.15,5.0
855,TIGA TRADING,SXE,2024-08-23,change,15.66,14.45
856,RICHMOND HILL CAPITAL,CYG,2024-04-29,change,19.8,17.28
857,RICHMOND HILL CAPITAL,CYG,2024-06-17,change,17.28,16.23
858,RICHMOND HILL CAPITAL,CYG,2024-09-12,change,16.23,17.34
859,RICHMOND HILL CAPITAL,CYG,2024-11-04,change,17.34,18.44
860,RICHMOND HILL CAPITAL,CYG,2025-04-30,change,18.44,19.65
861,T. ROWE PRICE ASSOCIATES,WOR,2024-05-09,change,6.61,5.61
862,T. ROWE PRICE ASSOCIATES,WOR,2025-04-15,cease,5.61,5.0
863,COLLINS ST ASSET MANAGEMENT ATF COLLINS ST VALUE FUND,BOL,2024-05-22,change,11.7,14.2
864,COLLINS ST ASSET MANAGEMENT ATF COLLINS ST VALUE FUND,BOL,2024-07-23,change,14.2,15.28
865,GEOFFREY FREDERICK LORD,BPP,2024-05-22,change,25.07,27.05
866,CUMULUS WEALTH,BPP,2024-06-04,change,9.17,10.3
867,BLACK DIAMOND CAPITAL MANAGEMENT,EHL,2024-06-04,change,36.1,37.15
868,BLACK DIAMOND CAPITAL MANAGEMENT,EHL,2024-06-05,change,37.15,38.51
869,BLACK DIAMOND CAPITAL MANAGEMENT,EHL,2024-12-18,change,38.51,39.65
870,BLACK DIAMOND CAPITAL MANAGEMENT,EHL,2025-03-03,change,39.85,40.65
871,COMET RESOURCES,IG6,2024-06-13,change,24.22,16.93
872,ANDREW MICHAEL CLAYTON SALES,AL3,2024-06-14,change,13.8,8.92
873,ANDREW MICHAEL CLAYTON SALES,AL3,2024-09-20,change,8.92,6.91
874,PEGASUS GROWTH CAPITAL FUND I,3DA,2024-09-25,change,35.32,32.05
875,PEGASUS GROWTH CAPITAL FUND I,3DA,2025-02-19,change,31.24,28.1
876,MICHAEL VAN LEEUWEN,SHA,2024-07-08,change,17.76,16.41
877,MICHAEL VAN LEEUWEN,SHA,2024-10-02,change,16.41,14.97
878,GOLDFIRE ENTERPRISES,DDB,2024-07-18,change,15.92,13.54
879,GOLDFIRE ENTERPRISES,DDB,2024-08-13,cease,13.54,5.0
880,DAVID MATTHEW KINNERSLEY,DDB,2024-07-18,change,13.78,6.13
881,DAVID MATTHEW KINNERSLEY,DDB,2024-08-13,cease,6.13,5.0
882,WILLIAM LEWIS TIMMS AND CAROLYN JANE TIMMS,OLH,2024-08-01,change,19.72,18.53
883,MARK JOSEPH PIVAC,FBR,2024-08-12,change,8.07,6.95
884,MARK JOSEPH PIVAC,FBR,2025-04-04,change,6.95,5.91
885,HORSLEY PARK HOLDINGS AND BRICKWORKS,FBR,2024-08-12,change,16.49,15.27
886,HORSLEY PARK HOLDINGS AND BRICKWORKS,FBR,2025-04-04,change,15.27,12.99
887,M&G PLC,FBR,2024-08-13,change,12.33,14.1
888,M&G PLC,FBR,2024-12-05,change,14.1,13.02
889,M&G PLC,FBR,2025-04-04,change,13.02,11.99
890,DENISE RICHARDSON,EGL,2024-08-26,change,10.38,8.71
891,WESLEY JON MAAS AND EMMA MARGARET MAAS,MGH,2024-08-26,change,58.67,53.38
892,WESLEY JON MAAS AND EMMA MARGARET MAAS,MGH,2024-12-05,change,53.38,49.4
893,NARELLE EDMUNDS,SGI,2024-09-06,change,7.44,5.76
894,NARELLE EDMUNDS,SGI,2025-01-23,cease,5.76,5.0
895,MOHAMED YOOSUFF AND MARY YOOSUFF,IPG,2024-09-10,change,10.92,9.95
896,JALIE 2,EGL,2024-09-19,change,6.3,7.46
897,TIMOTHY BURNETT,SND,2024-09-23,change,10.65,8.96
898,TIMOTHY BURNETT,SND,2024-12-04,change,8.96,7.66
899,GERARD MCMAHON,SHA,2024-09-30,change,11.7,10.1
900,GERARD MCMAHON,SHA,2024-12-06,change,10.1,8.74
901,SIM JUAT KOON,ZGL,2024-10-03,change,5.71,5.0
903,TIM CAMPBELL,SHA,2024-10-16,change,5.86,4.77
904,COPIA INVESTMENT PARTNERS,ASB,2024-10-22,change,5.15,6.52
905,COPIA INVESTMENT PARTNERS,ASB,2025-02-03,change,6.52,5.45
906,COPIA INVESTMENT PARTNERS,ASB,2025-02-14,cease,5.45,5.0
907,PPK AUST,LIS,2024-11-01,change,50.12,39.24
908,JOHN DARYL DRAYTON,SHA,2024-11-26,change,13.59,12.12
909,MATTHEW JINKS,SKS,2024-12-09,change,21.41,18.77
910,MATTHEW JINKS,SKS,2025-03-18,change,18.77,19.48
911,GREG JINKS,SKS,2024-12-09,change,10.81,12.99
912,STEPHEN MCDONALD,SHA,2024-12-10,change,6.99,5.77
913,BRIAN O'SULLIVAN,VBC,2024-12-12,change,24.95,22.14
914,UIL,OEC,2024-12-16,change,31.06,33.05
915,BONEYARD INVESTMENTS,OEC,2024-12-17,change,16.13,17.36
916,DESMOND BRYANT,SND,2025-02-12,change,23.3,19.7
917,MIRRABOOKA INVESTMENTS,EGL,2025-02-24,change,6.12,7.58
918,TELSTRA SUPER,MXI,2025-02-24,change,7.71,6.62
919,MICHAEL KARL KORBER,XRF,2025-02-25,change,7.58,6.13
920,SPHERIA ASSET MANAGEMENT,MXI,2025-02-25,change,11.69,10.59
921,SPHERIA ASSET MANAGEMENT,GWA,2025-05-05,change,7.87,6.82
922,THE CAPITAL GROUP COMPANIES,JLG,2025-03-03,change,7.85,6.82
923,THE CAPITAL GROUP COMPANIES,JLG,2025-03-05,change,5.0,0.0
924,EOS LOAN PLAN,EOS,2025-03-26,change,7.95,5.7
925,ELPHINSTONE GROUP,EGN,2025-04-07,change,68.64,68.53
926,VERITAS SERVICES GROUP,VNT,2025-04-07,change,5.441,6.46
927,GIOK LAK SIM,ZGL,2025-05-02,change,49.64,50.42
928,APOLLO GLOBAL MANAGEMENT,EGL,2024-09-09,cease,,5.0
929,SILVIA CONELIANO,RDX,2024-02-05,cease,,5.0
930,GOLDMAN SACHS GROUP,WOR,2024-05-06,cease,,5.0
931,LUALA,LYL,2024-03-28,cease,,5.0
932,39500,ECL,2024-05-03,cease,,5.0
933,GEOFFREY THOMAS BACON,IPG,2024-04-26,cease,,5.0
934,ADVANCED SCIENCE & INNOVATION COMPANY,MPW,2025-03-26,cease,,5.0
935,SCHOLZ INDUSTRIES,SKS,2024-06-03,cease,,5.0
936,DIMENSIONAL ENTITIES,SSM,2025-03-21,cease,,5.0
937,ANZEA SUPER,VNT,2025-04-15,cease,,5.0
938,MANISA NOMINEES LAKSY SUPER FUND,SKS,2024-09-30,cease,,5.0
939,ARCHON CAPITAL MANAGEMENT LLC,EOS,2024-07-31,cease,,5.0
940,JOEL FRANCIS MCKENNA SKIPWORTH,DDB,2024-08-09,cease,,5.0
941,MATTHEW FREEDMAN RANGEHILL HOLDINGS AFT THE CALYPSO FAMILY TRUST,DDB,2024-09-02,cease,,5.0
942,UBS GROUP AG AND ITS RELATED BODIES CORPORATE,JLG,2025-02-06,cease,,5.0
943,CONSTABLE GROUP,HNG,2024-09-17,cease,,5.0
944,EGP CAPITAL/EGP CONCENTRATED VALUE FUND,SGI,2024-11-18,cease,,5.0
945,GFNA BARTLEY FAMILY,VBC,2024-11-15,cease,,5.0
946,LAURENCE COWLEY FREEDMAN,DDB,2024-08-12,cease,,5.0
947,MAAS GROUP HOLDINGS,MGH,2024-08-23,cease,,5.0
948,MARK DAVIS,DDB,2024-09-02,cease,,5.0
949,JOSEPHINE HYNES,SHA,2024-11-05,cease,,5.0
950,DAR AL-HANDASAH CONSULTANTS SHAIR AND PARTNERS HOLDINGS,WOR,2024-05-02,cease,,5.0
951,KREO CAPITAL MANAGEMENT,BMH,2024-11-21,cease,,5.0
